epoch,accuracy,learning_rate,loss,top_3_accuracy,val_accuracy,val_loss,val_top_3_accuracy
8,0.4228571355342865,9.999999747378752e-06,1.4410228729248047,0.7885714173316956,0.7250000238418579,0.9715598821640015,0.9750000238418579
9,0.47999998927116394,9.999999747378752e-06,1.1897032260894775,0.868571400642395,0.699999988079071,0.8947943449020386,0.9750000238418579
10,0.6285714507102966,9.999999747378752e-06,1.0102394819259644,0.9257143139839172,0.75,0.8252099752426147,0.9750000238418579
